scientificName,Birdtree_tiplabel
Pipreola intermedia,Pipreola_intermedia
Pipreola jucunda,Pipreola_jucunda
Pipreola lubomirskii,Pipreola_lubomirskii
Pipreola pulchra,Pipreola_pulchra
Pipreola riefferii,Pipreola_riefferii
Pipreola whitelyi,Pipreola_whitelyi
Piprites chloris,Piprites_chloris
Piprites pileata,Piprites_pileata
Piranga flava,Piranga_flava
Piranga leucoptera,Piranga_leucoptera
Piranga ludoviciana,Piranga_ludoviciana
Piranga olivacea,Piranga_olivacea
Piranga rubra,Piranga_rubra
Piranga rubriceps,Piranga_rubriceps
Pitangus lictor,Pitangus_lictor
Pitangus sulphuratus,Pitangus_sulphuratus
Pithys albifrons,Pithys_albifrons
Pithys castaneus,Pithys_castaneus
Pittasoma michleri,Pittasoma_michleri
Pittasoma rufopileatum,Pittasoma_rufopileatum
Platalea ajaja,Platalea_ajaja
Platalea leucorodia,Platalea_leucorodia
Platyrinchus coronatus,Platyrinchus_coronatus
Platyrinchus flavigularis,Platyrinchus_flavigularis
Platyrinchus leucoryphus,Platyrinchus_leucoryphus
Platyrinchus mystaceus,Platyrinchus_mystaceus
Platyrinchus platyrhynchos,Platyrinchus_platyrhynchos
Platyrinchus saturatus,Platyrinchus_saturatus
Platyspiza crassirostris,Platyspiza_crassirostris
Plegadis chihi,Plegadis_chihi
Plegadis falcinellus,Plegadis_falcinellus
Plegadis ridgwayi,Plegadis_ridgwayi
Ploceus cucullatus,Ploceus_cucullatus
Ploceus velatus,Ploceus_velatus
Pluvialis dominica,Pluvialis_dominica
Pluvialis fulva,Pluvialis_fulva
Pluvialis squatarola,Pluvialis_squatarola
Pluvianellus socialis,Pluvianellus_socialis
Podiceps andinus,#N/A
Podiceps gallardoi,Podiceps_gallardoi
Podiceps major,Podiceps_major
Podiceps occipitalis,Podiceps_occipitalis
Podiceps taczanowskii,Podiceps_taczanowskii
Podilymbus podiceps,Podilymbus_podiceps
Poecilotriccus albifacies,Poecilotriccus_albifacies
Poecilotriccus calopterus,Poecilotriccus_calopterus
Poecilotriccus capitalis,Poecilotriccus_capitalis
Poecilotriccus fumifrons,Poecilotriccus_fumifrons
Poecilotriccus latirostris,Poecilotriccus_latirostris
Poecilotriccus luluae,Poecilotriccus_luluae
Poecilotriccus plumbeiceps,Poecilotriccus_plumbeiceps
Poecilotriccus pulchellus,Poecilotriccus_pulchellus
Poecilotriccus ruficeps,Poecilotriccus_ruficeps
Poecilotriccus russatus,Poecilotriccus_russatus
Poecilotriccus senex,Poecilotriccus_senex
Poecilotriccus sylvia,Poecilotriccus_sylvia
Poliocrania exsul,Myrmeciza_exsul
Polioptila attenboroughi,Polioptila_guianensis
Polioptila clementsi,Polioptila_clementsi
Polioptila dumicola,Polioptila_dumicola
Polioptila facilis,Polioptila_guianensis
Polioptila guianensis,Polioptila_guianensis
Polioptila lactea,Polioptila_lactea
Polioptila paraensis,Polioptila_guianensis
Polioptila plumbea,Polioptila_plumbea
Polioptila schistaceigula,Polioptila_schistaceigula
Cnemarchus rufipennis,Polioxolmis_rufipennis
Polyerata amabilis,Amazilia_amabilis
Polyerata rosenbergi,Amazilia_rosenbergi
Polyonymus caroli,Polyonymus_caroli
Polystictus pectoralis,Polystictus_pectoralis
Polystictus superciliaris,Polystictus_superciliaris
Polytmus guainumbi,Polytmus_guainumbi
Polytmus milleri,Polytmus_milleri
Polytmus theresiae,Polytmus_theresiae
Microspingus alticola,Poospiza_alticola
Poospiza boliviana,Poospiza_boliviana
Poospizopsis caesar,Poospiza_caesar
Microspingus cinereus,Poospiza_cinerea
Microspingus erythrophrys,Poospiza_erythrophrys
Poospiza hispaniolensis,Poospiza_hispaniolensis
Poospizopsis hypochondria,Poospiza_hypochondria
Microspingus lateralis,Poospiza_lateralis
Microspingus melanoleucus,Poospiza_melanoleuca
Poospiza nigrorufa,Poospiza_nigrorufa
Poospiza ornata,Poospiza_ornata
Poospiza rubecula,Poospiza_rubecula
Poospiza rufosuperciliaris,Hemispingus_rufosuperciliaris
Castanozoster thoracicus,Poospiza_thoracica
Microspingus torquatus,Poospiza_torquata
Poospiza whitii,Poospiza_whitii
Porphyrio flavirostris,Porphyrio_flavirostris
Porphyrio martinica,Porphyrio_martinica
Porphyrolaema porphyrolaema,Porphyrolaema_porphyrolaema
Rhopospina caerulescens,Porphyrospiza_caerulescens
Mustelirallus albicollis,Porzana_albicollis
Porzana carolina,Porzana_carolina
Porzana flaviventer,Porzana_flaviventer
Porzana spiloptera,Porzana_spiloptera
Premnoplex brunnescens,Premnoplex_brunnescens
Premnoplex tatei,Premnoplex_tatei
Premnornis guttuliger,Premnornis_guttuligera
Primolius auricollis,Primolius_auricollis
Primolius couloni,Primolius_couloni
Primolius maracana,Primolius_maracana
Procellaria aequinoctialis,Procellaria_aequinoctialis
Procellaria cinerea,Procellaria_cinerea
Procellaria conspicillata,Procellaria_conspicillata
Procellaria parkinsoni,Procellaria_parkinsoni
Procellaria westlandica,Procellaria_westlandica
Anous albivitta,Procelsterna_albivitta
Procnias albus,Procnias_albus
Procnias averano,Procnias_averano
Procnias nudicollis,Procnias_nudicollis
Progne chalybea,Progne_chalybea
Progne cryptoleuca,Progne_cryptoleuca
Progne dominicensis,Progne_dominicensis
Progne elegans,Progne_elegans
Progne modesta,Progne_modesta
Progne murphyi,Progne_murphyi
Progne subis,Progne_subis
Progne tapera,Progne_tapera
Protonotaria citrea,Protonotaria_citrea
Psarocolius angustifrons,Psarocolius_angustifrons
Psarocolius atrovirens,Psarocolius_atrovirens
Psarocolius bifasciatus,Psarocolius_bifasciatus
Psarocolius cassini,Psarocolius_cassini
Psarocolius decumanus,Psarocolius_decumanus
Psarocolius guatimozinus,Psarocolius_guatimozinus
Cacicus oseryi,Clypicterus_oseryi
Psarocolius viridis,Psarocolius_viridis
Psarocolius wagleri,Psarocolius_wagleri
Pseudelaenia leucospodia,Pseudelaenia_leucospodia
Pseudocolaptes boissonneautii,Pseudocolaptes_boissonneautii
Pseudocolaptes lawrencii,Pseudocolaptes_lawrencii
Pseudocolopteryx acutipennis,Pseudocolopteryx_acutipennis
Pseudocolopteryx citreola,Pseudocolopteryx_flaviventris
Pseudocolopteryx dinelliana,Pseudocolopteryx_dinelliana
Pseudocolopteryx flaviventris,Pseudocolopteryx_flaviventris
Pseudocolopteryx sclateri,Pseudocolopteryx_sclateri
Pseudoleistes guirahuro,Pseudoleistes_guirahuro
Pseudoleistes virescens,Pseudoleistes_virescens
Pseudosaltator rufiventris,Saltator_rufiventris
Asio clamator,Pseudoscops_clamator
Pseudoseisura cristata,Pseudoseisura_cristata
Pseudoseisura gutturalis,Pseudoseisura_gutturalis
Pseudoseisura lophotes,Pseudoseisura_lophotes
Pseudoseisura unirufa,Pseudoseisura_unirufa
Pseudotriccus pelzelni,Pseudotriccus_pelzelni
Pseudotriccus ruficeps,Pseudotriccus_ruficeps
Pseudotriccus simplex,Pseudotriccus_simplex
Psilopsiagon aurifrons,Psilopsiagon_aurifrons
Psilopsiagon aymara,Psilopsiagon_aymara
Psilorhamphus guttatus,Psilorhamphus_guttatus
Psittacula krameri,Psittacula_krameri
Psophia crepitans,Psophia_crepitans
Psophia leucoptera,Psophia_leucoptera
Psophia viridis,Psophia_viridis
Pterodroma arminjoniana,Pterodroma_arminjoniana
Pterodroma cookii,Pterodroma_cookii
Pterodroma defilippiana,Pterodroma_defilippiana
Pterodroma externa,Pterodroma_externa
Pterodroma feae,Pterodroma_feae
Pterodroma hasitata,Pterodroma_hasitata
Pterodroma incerta,Pterodroma_incerta
Pterodroma inexpectata,Pterodroma_inexpectata
Pterodroma lessonii,Pterodroma_lessonii
Pterodroma leucoptera,Pterodroma_leucoptera
Pterodroma longirostris,Pterodroma_longirostris
Pterodroma macroptera,Pterodroma_macroptera
Pterodroma mollis,Pterodroma_mollis
Pterodroma neglecta,Pterodroma_neglecta
Pterodroma nigripennis,Pterodroma_nigripennis
Pterodroma phaeopygia,Pterodroma_phaeopygia
Pterodroma ultima,Pterodroma_ultima
Pteroglossus aracari,Pteroglossus_aracari
Pteroglossus azara,Pteroglossus_azara
Pteroglossus bailloni,Pteroglossus_bailloni
Pteroglossus beauharnaisii,Pteroglossus_beauharnaesii
Pteroglossus bitorquatus,Pteroglossus_bitorquatus
Pteroglossus castanotis,Pteroglossus_castanotis
Pteroglossus inscriptus,Pteroglossus_inscriptus
Pteroglossus pluricinctus,Pteroglossus_pluricinctus
Pteroglossus torquatus,Pteroglossus_torquatus
Pteroglossus viridis,Pteroglossus_viridis
Pterophanes cyanopterus,Pterophanes_cyanopterus
Pteroptochos castaneus,Pteroptochos_castaneus
Pteroptochos megapodius,Pteroptochos_megapodius
Pteroptochos tarnii,Pteroptochos_tarnii
Puffinus assimilis,Puffinus_assimilis
Ardenna bulleri,Puffinus_bulleri
Ardenna carneipes,Puffinus_carneipes
Ardenna creatopus,Puffinus_creatopus
Ardenna gravis,Puffinus_gravis
Ardenna grisea,Puffinus_griseus
Puffinus lherminieri,Puffinus_lherminieri
Ardenna pacifica,Puffinus_pacificus
Puffinus puffinus,Puffinus_puffinus
Puffinus subalaris,Puffinus_lherminieri
Ardenna tenuirostris,Puffinus_tenuirostris
Pulsatrix koeniswaldiana,Pulsatrix_koeniswaldiana
Pulsatrix melanota,Pulsatrix_melanota
Pulsatrix perspicillata,Pulsatrix_perspicillata
Pygarrhichas albogularis,Pygarrhichas_albogularis
Pygiptila stellaris,Pygiptila_stellaris
Pygochelidon melanoleuca,Atticora_melanoleuca
Pygoscelis antarcticus,Pygoscelis_antarcticus
Pygoscelis papua,Pygoscelis_papua
Pyriglena atra,Pyriglena_atra
Pyriglena leuconota,Pyriglena_leuconota
Pyriglena maura,Pyriglena_leuconota
Pyriglena leucoptera,Pyriglena_leucoptera
Pyriglena similis,Pyriglena_leuconota
Pyrocephalus nanus,Pyrocephalus_rubinus
Pyrocephalus rubinus,Pyrocephalus_rubinus
Pyroderus scutatus,Pyroderus_scutatus
Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus
Pyrrhura albipectus,Pyrrhura_albipectus
Pyrrhura amazonum,Pyrrhura_picta
Pyrrhura calliptera,Pyrrhura_calliptera
Pyrrhura cruentata,Pyrrhura_cruentata
Pyrrhura devillei,Pyrrhura_devillei
Pyrrhura egregia,Pyrrhura_egregia
Pyrrhura frontalis,Pyrrhura_frontalis
Pyrrhura griseipectus,Pyrrhura_griseipectus
Pyrrhura hoematotis,Pyrrhura_hoematotis
Pyrrhura lepida,Pyrrhura_lepida
Pyrrhura leucotis,Pyrrhura_leucotis
Pyrrhura melanura,Pyrrhura_melanura
Pyrrhura molinae,Pyrrhura_molinae
Pyrrhura orcesi,Pyrrhura_orcesi
Pyrrhura perlata,Pyrrhura_perlata
Pyrrhura pfrimeri,Pyrrhura_pfrimeri
Pyrrhura lucianii,Pyrrhura_picta
Pyrrhura picta,Pyrrhura_picta
Pyrrhura roseifrons,Pyrrhura_picta
Pyrrhura rhodocephala,Pyrrhura_rhodocephala
Pyrrhura rupicola,Pyrrhura_rupicola
Pyrrhura viridicata,Pyrrhura_viridicata
Querula purpurata,Querula_purpurata
Quiscalus lugubris,Quiscalus_lugubris
Quiscalus mexicanus,Quiscalus_mexicanus
Rallus antarcticus,Rallus_antarcticus
Rallus limicola,Rallus_limicola
Rallus longirostris,Rallus_longirostris
Rallus semiplumbeus,Rallus_semiplumbeus
Rallus wetmorei,Rallus_wetmorei
Ramphastos ambiguus,Ramphastos_ambiguus
Ramphastos brevis,Ramphastos_brevis
Ramphastos dicolorus,Ramphastos_dicolorus
Ramphastos sulfuratus,Ramphastos_sulfuratus
Ramphastos toco,Ramphastos_toco
Ramphastos tucanus,Ramphastos_tucanus
Ramphastos vitellinus,Ramphastos_vitellinus
Ramphocaenus melanurus,Ramphocaenus_melanurus
Ramphocaenus sticturus,Ramphocaenus_melanurus
Ramphocelus bresilius,Ramphocelus_bresilius
Ramphocelus carbo,Ramphocelus_carbo
Ramphocelus dimidiatus,Ramphocelus_dimidiatus
Ramphocelus flammigerus,Ramphocelus_flammigerus
Ramphocelus melanogaster,Ramphocelus_melanogaster
Ramphocelus nigrogularis,Ramphocelus_nigrogularis
Ramphodon naevius,Ramphodon_naevius
Ramphomicron dorsale,Ramphomicron_dorsale
Ramphomicron microrhynchum,Ramphomicron_microrhynchum
Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda
Ramphotrigon megacephalum,Ramphotrigon_megacephalum
Ramphotrigon ruficauda,Ramphotrigon_ruficauda
Recurvirostra americana,Recurvirostra_americana
Recurvirostra andina,Recurvirostra_andina
Rhea americana,Rhea_americana
Rhea pennata,Rhea_pennata
Rhegmatorhina berlepschi,Rhegmatorhina_berlepschi
Rhegmatorhina cristata,Rhegmatorhina_cristata
Rhegmatorhina gymnops,Rhegmatorhina_gymnops
Rhegmatorhina hoffmannsi,Rhegmatorhina_hoffmannsi
Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta
Rhinocrypta lanceolata,Rhinocrypta_lanceolata
Rhodinocichla rosea,Rhodinocichla_rosea
Rhodopis vesper,Rhodopis_vesper
Rhodospingus cruentus,Rhodospingus_cruentus
Rhopias gularis,Myrmotherula_gularis
Rhopornis ardesiacus,Rhopornis_ardesiacus
Rhynchocyclus brevirostris,Rhynchocyclus_brevirostris
Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus
Rhynchocyclus olivaceus,Rhynchocyclus_olivaceus
Rhynchocyclus pacificus,Rhynchocyclus_pacificus
Rhynchortyx cinctus,Rhynchortyx_cinctus
Rhynchospiza stolzmanni,Aimophila_stolzmanni
Rhynchospiza dabbenei,Aimophila_strigiceps
Rhynchospiza strigiceps,Aimophila_strigiceps
Rhynchotus maculicollis,Rhynchotus_maculicollis
Rhynchotus rufescens,Rhynchotus_rufescens
Rhytipterna holerythra,Rhytipterna_holerythra
Rhytipterna immunda,Rhytipterna_immunda
Rhytipterna simplex,Rhytipterna_simplex
Riparia riparia,Riparia_riparia
Rissa tridactyla,Rissa_tridactyla
Rollandia microptera,Rollandia_microptera
Rollandia rolland,Rollandia_rolland
Roraimia adusta,Roraimia_adusta
Rostrhamus sociabilis,Rostrhamus_sociabilis
Rupicola peruvianus,Rupicola_peruvianus
Rupicola rupicola,Rupicola_rupicola
Rupornis magnirostris,Buteo_magnirostris
Rynchops niger,Rynchops_niger
Sakesphorus canadensis,Sakesphorus_canadensis
Sakesphoroides cristatus,Sakesphorus_cristatus
Sakesphorus luctuosus,Sakesphorus_luctuosus
Saltator atripennis,Saltator_atripennis
Saltator aurantiirostris,Saltator_aurantiirostris
Saltator cinctus,Saltator_cinctus
Saltator coerulescens,Saltator_coerulescens
Saltator fuliginosus,Saltator_fuliginosus
Saltator grossus,Saltator_grossus
Saltator maxillosus,Saltator_maxillosus
Saltator maximus,Saltator_maximus
Saltator nigriceps,Saltator_nigriceps
Saltator olivascens,Saltator_coerulescens
Saltator orenocensis,Saltator_orenocensis
Saltator similis,Saltator_similis
Saltator striatipectus,Saltator_striatipectus
Saltatricula atricollis,Saltator_atricollis
Saltatricula multicolor,Saltatricula_multicolor
Sapayoa aenigma,Sapayoa_aenigma
Sappho sparganurus,Sappho_sparganura
Sarcoramphus papa,Sarcoramphus_papa
Sarkidiornis sylvicola,Sarkidiornis_melanotos
Satrapa icterophrys,Satrapa_icterophrys
Saucerottia castaneiventris,Amazilia_castaneiventris
Saucerottia cyanifrons,Amazilia_cyanifrons
Saucerottia edward,Amazilia_edward
Saucerottia saucerottei,Amazilia_saucerrottei
Saucerottia tobaci,Amazilia_tobaci
Saucerottia viridigaster,Amazilia_viridigaster
Sayornis nigricans,Sayornis_nigricans
Scelorchilus albicollis,Scelorchilus_albicollis
Scelorchilus rubecula,Scelorchilus_rubecula
Schiffornis aenea,Schiffornis_turdina
Schiffornis major,Schiffornis_major
Schiffornis olivacea,Schiffornis_turdina
Schiffornis stenorhyncha,Schiffornis_turdina
Schiffornis turdina,Schiffornis_turdina
Schiffornis veraepacis,Schiffornis_turdina
Schiffornis virescens,Schiffornis_virescens
Schistes albogularis,Schistes_geoffroyi
Schistes geoffroyi,Schistes_geoffroyi
Schistochlamys melanopis,Schistochlamys_melanopis
Schistochlamys ruficapillus,Schistochlamys_ruficapillus
Myrmelastes brunneiceps,Schistocichla_brunneiceps
Myrmelastes caurensis,Schistocichla_caurensis
Myrmelastes humaythae,Schistocichla_humaythae
Myrmelastes leucostigma,Schistocichla_leucostigma
Myrmelastes rufifacies,Schistocichla_rufifacies
Myrmelastes saturatus,Schistocichla_saturata
Myrmelastes schistaceus,Schistocichla_schistacea
Asthenes coryi,Schizoeaca_coryi
Asthenes fuliginosa,Schizoeaca_fuliginosa
Asthenes griseomurina,Schizoeaca_griseomurina
Asthenes harterti,Schizoeaca_harterti
Asthenes helleri,Schizoeaca_helleri
Asthenes palpebralis,Schizoeaca_palpebralis
Asthenes ayacuchensis,Schizoeaca_vilcabambae
Asthenes vilcabambae,Schizoeaca_vilcabambae
Schoeniophylax phryganophilus,Schoeniophylax_phryganophilus
Sclateria naevia,Sclateria_naevia
Sclerurus albigularis,Sclerurus_albigularis
Sclerurus caudacutus,Sclerurus_caudacutus
Sclerurus guatemalensis,Sclerurus_guatemalensis
Sclerurus obscurior,Sclerurus_mexicanus
Sclerurus rufigularis,Sclerurus_rufigularis
Sclerurus scansor,Sclerurus_scansor
Scytalopus acutirostris,Scytalopus_acutirostris
Scytalopus affinis,Scytalopus_affinis
Scytalopus altirostris,Scytalopus_altirostris
Scytalopus alvarezlopezi,#N/A
Scytalopus androstictus,Scytalopus_canus
Scytalopus atratus,Scytalopus_atratus
Scytalopus bolivianus,Scytalopus_bolivianus
Scytalopus canus,Scytalopus_canus
Scytalopus caracae,Scytalopus_caracae
Scytalopus chocoensis,Scytalopus_chocoensis
Scytalopus diamantinensis,Scytalopus_speluncae
Scytalopus femoralis,Scytalopus_femoralis
Scytalopus frankeae,Scytalopus_magellanicus
Scytalopus fuscus,Scytalopus_fuscus
Scytalopus gettyae,#N/A
Scytalopus gonzagai,Scytalopus_speluncae
Scytalopus griseicollis,Scytalopus_griseicollis
Scytalopus intermedius,Scytalopus_unicolor
Scytalopus iraiensis,Scytalopus_iraiensis
Scytalopus krabbei,Scytalopus_magellanicus
Scytalopus latebricola,Scytalopus_latebricola
Scytalopus latrans,Scytalopus_latrans
Scytalopus macropus,Scytalopus_macropus
Scytalopus magellanicus,Scytalopus_magellanicus
Scytalopus meridanus,Scytalopus_meridanus
Scytalopus micropterus,Scytalopus_micropterus
Scytalopus novacapitalis,Scytalopus_novacapitalis
Scytalopus opacus,Scytalopus_canus
Scytalopus pachecoi,Scytalopus_pachecoi
Scytalopus panamensis,Scytalopus_panamensis
Scytalopus parkeri,Scytalopus_parkeri
Scytalopus parvirostris,Scytalopus_parvirostris
Scytalopus perijanus,#N/A
Scytalopus petrophilus,Scytalopus_speluncae
Scytalopus robbinsi,Scytalopus_robbinsi
Scytalopus rodriguezi,Scytalopus_rodriguezi
Scytalopus sanctaemartae,Scytalopus_sanctaemartae
Scytalopus schulenbergi,Scytalopus_schulenbergi
Scytalopus simonsi,Scytalopus_simonsi
Scytalopus speluncae,Scytalopus_speluncae
Scytalopus spillmanni,Scytalopus_spillmanni
Scytalopus stilesi,Scytalopus_stilesi
Scytalopus superciliaris,Scytalopus_superciliaris
Scytalopus unicolor,Scytalopus_unicolor
Scytalopus urubambae,Scytalopus_urubambae
Scytalopus vicinior,Scytalopus_vicinior
Scytalopus whitneyi,#N/A
Scytalopus zimmeri,Scytalopus_zimmeri
Seiurus aurocapilla,Seiurus_aurocapilla
Selenidera gouldii,Selenidera_gouldii
Selenidera maculirostris,Selenidera_maculirostris
Selenidera nattereri,Selenidera_nattereri
Selenidera piperivora,Selenidera_piperivora
Selenidera reinwardtii,Selenidera_reinwardtii
Selenidera spectabilis,Selenidera_spectabilis
Semnornis ramphastinus,Semnornis_ramphastinus
Sephanoides fernandensis,Sephanoides_fernandensis
Sephanoides sephaniodes,Sephanoides_sephaniodes
Sericossypha albocristata,Sericossypha_albocristata
Serpophaga cinerea,Serpophaga_cinerea
Serpophaga griseicapilla,Serpophaga_subcristata
Serpophaga hypoleuca,Serpophaga_hypoleuca
Serpophaga munda,Serpophaga_munda
Serpophaga nigricans,Serpophaga_nigricans
Serpophaga subcristata,Serpophaga_subcristata
Setopagis heterura,Caprimulgus_heterurus
Setopagis maculosa,Caprimulgus_maculosus
Setopagis parvula,Caprimulgus_parvulus
Setopagis whitelyi,Caprimulgus_whitelyi
Setophaga americana,Parula_americana
Setophaga caerulescens,Dendroica_caerulescens
Setophaga castanea,Dendroica_castanea
Setophaga cerulea,Dendroica_cerulea
Setophaga citrina,Wilsonia_citrina
Setophaga coronata,Dendroica_coronata
Setophaga discolor,Dendroica_discolor
Setophaga dominica,Dendroica_dominica
Setophaga fusca,Dendroica_fusca
Setophaga magnolia,Dendroica_magnolia
Setophaga palmarum,Dendroica_palmarum
Setophaga pensylvanica,Dendroica_pensylvanica
Setophaga petechia,Dendroica_petechia
Setophaga pitiayumi,Parula_pitiayumi
Setophaga ruticilla,Setophaga_ruticilla
Setophaga striata,Dendroica_striata
Setophaga tigrina,Dendroica_tigrina
Setophaga townsendi,Dendroica_townsendi
Setophaga virens,Dendroica_virens
Sicalis auriventris,Sicalis_auriventris
Sicalis citrina,Sicalis_citrina
Sicalis columbiana,Sicalis_columbiana
Sicalis flaveola,Sicalis_flaveola
Sicalis lebruni,Sicalis_lebruni
Sicalis lutea,Sicalis_lutea
Sicalis luteocephala,Sicalis_luteocephala
Sicalis luteola,Sicalis_luteola
Sicalis mendozae,Sicalis_olivascens
Sicalis olivascens,Sicalis_olivascens
Sicalis raimondii,Sicalis_raimondii
Sicalis taczanowskii,Sicalis_taczanowskii
Sicalis uropygialis,Sicalis_uropygialis
Siptornis striaticollis,Siptornis_striaticollis
Synallaxis hypochondriaca,Siptornopsis_hypochondriaca
Sirystes albocinereus,Sirystes_sibilator
Sirystes albogriseus,Sirystes_sibilator
Sirystes sibilator,Sirystes_sibilator
Sirystes subcanescens,Sirystes_sibilator
Sittasomus griseicapillus,Sittasomus_griseicapillus
Snowornis cryptolophus,Snowornis_cryptolophus
Snowornis subalaris,Snowornis_subalaris
Spartonoica maluroides,Spartonoica_maluroides
Speculanas specularis,Speculanas_specularis
Spheniscus humboldti,Spheniscus_humboldti
Spheniscus magellanicus,Spheniscus_magellanicus
Spheniscus mendiculus,Spheniscus_mendiculus
Sphyrapicus varius,Sphyrapicus_varius
Spinus atratus,Carduelis_atrata
Spinus barbatus,Carduelis_barbata
Spinus crassirostris,Carduelis_crassirostris
Spinus cucullatus,Carduelis_cucullata
Spinus magellanicus,Carduelis_magellanica
Spinus olivaceus,Carduelis_olivacea
Spinus psaltria,Carduelis_psaltria
Spinus siemiradzkii,Carduelis_siemiradzkii
Spinus spinescens,Carduelis_spinescens
Spinus uropygialis,Carduelis_uropygialis
Spinus xanthogastrus,Carduelis_xanthogastra
Spinus yarrellii,Carduelis_yarrellii
Spiza americana,Spiza_americana
Spizaetus isidori,Spizaetus_isidori
Spizaetus melanoleucus,Spizaetus_melanoleucus
Spizaetus ornatus,Spizaetus_ornatus
Spizaetus tyrannus,Spizaetus_tyrannus
Spizella pallida,Spizella_pallida
Spiziapteryx circumcincta,Spiziapteryx_circumcincta
Sporophila albogularis,Sporophila_albogularis
Sporophila americana,Sporophila_americana
Sporophila ardesiaca,Sporophila_ardesiaca
Sporophila atrirostris,Oryzoborus_funereus
Sporophila beltoni,#N/A
Sporophila bouvreuil,Sporophila_bouvreuil
Sporophila bouvronides,Sporophila_bouvronides
Sporophila caerulescens,Sporophila_caerulescens
Sporophila castaneiventris,Sporophila_castaneiventris
Sporophila cinnamomea,Sporophila_cinnamomea
Sporophila collaris,Sporophila_collaris
Sporophila corvina,Sporophila_corvina
Sporophila falcirostris,Sporophila_falcirostris
Sporophila frontalis,Sporophila_frontalis
Sporophila funerea,Oryzoborus_funereus
Sporophila hypochroma,Sporophila_hypochroma
Sporophila hypoxantha,Sporophila_hypoxantha
Sporophila intermedia,Sporophila_intermedia
Sporophila leucoptera,Sporophila_leucoptera
Sporophila lineola,Sporophila_lineola
Sporophila luctuosa,Sporophila_luctuosa
Sporophila maximiliani,Oryzoborus_maximiliani
Sporophila melanogaster,Sporophila_melanogaster
Sporophila minuta,Sporophila_minuta
Sporophila nigricollis,Sporophila_nigricollis
Sporophila nigrorufa,Sporophila_nigrorufa
Sporophila palustris,Sporophila_palustris
Sporophila peruviana,Sporophila_peruviana
Sporophila pileata,Sporophila_bouvreuil
Sporophila plumbea,Sporophila_plumbea
Sporophila ruficollis,Sporophila_ruficollis
Sporophila schistacea,Sporophila_schistacea
Sporophila simplex,Sporophila_simplex
Sporophila telasco,Sporophila_telasco
Steatornis caripensis,Steatornis_caripensis
Stelgidopteryx ruficollis,Stelgidopteryx_ruficollis
Stephanophorus diadematus,Stephanophorus_diadematus
Stephanoxis lalandi,Stephanoxis_lalandi
Stephanoxis loddigesii,Stephanoxis_lalandi
Stercorarius antarcticus,Catharacta_antarctica
Stercorarius chilensis,Catharacta_chilensis
Stercorarius longicaudus,Stercorarius_longicaudus
Stercorarius maccormicki,Catharacta_maccormicki
Stercorarius parasiticus,Stercorarius_parasiticus
Stercorarius pomarinus,Stercorarius_pomarinus
Stercorarius skua,Catharacta_skua
Sterna dougallii,Sterna_dougallii
Sterna forsteri,Sterna_forsteri
Sterna hirundinacea,Sterna_hirundinacea
Sterna hirundo,Sterna_hirundo
Sterna paradisaea,Sterna_paradisaea
Sterna trudeaui,Sterna_trudeaui
Sterna vittata,Sterna_vittata
Sternoclyta cyanopectus,Sternoclyta_cyanopectus
Sternula antillarum,Sterna_antillarum
Sternula lorata,Sterna_lorata
Sternula superciliaris,Sterna_superciliaris
Stigmatura budytoides,Stigmatura_budytoides
Stigmatura napensis,Stigmatura_napensis
Stilpnia cayana,Tangara_cayana
Streptoprocne biscutata,Streptoprocne_biscutata
Streptoprocne phelpsi,Streptoprocne_phelpsi
Streptoprocne rutila,Streptoprocne_rutila
Streptoprocne zonaris,Streptoprocne_zonaris
Strix albitarsis,Strix_albitarsis
Strix chacoensis,Strix_chacoensis
Strix huhula,Strix_huhula
Strix hylophila,Strix_hylophila
Strix nigrolineata,Strix_nigrolineata
Strix rufipes,Strix_rufipes
Strix virgata,Strix_virgata
Leistes bellicosus,Sturnella_bellicosa
Leistes defilippii,Sturnella_defilippii
Leistes loyca,Sturnella_loyca
Sturnella magna,Sturnella_magna
Leistes militaris,Sturnella_militaris
Leistes superciliaris,Sturnella_superciliaris
Sturnus vulgaris,Sturnus_vulgaris
Formicivora acutirostris,Stymphalornis_acutirostris
Sublegatus arenarum,Sublegatus_arenarum
Sublegatus modestus,Sublegatus_modestus
Sublegatus obscurior,Sublegatus_obscurior
Suiriri suiriri,Suiriri_suiriri
Sula dactylatra,Sula_dactylatra
Sula granti,Sula_granti
Sula leucogaster,Sula_leucogaster
Sula nebouxii,Sula_nebouxii
Sula sula,Sula_sula
Sula variegata,Sula_variegata
Sylviorthorhynchus desmursii,Sylviorthorhynchus_desmursii
Sylviorthorhynchus yanacensis,Leptasthenura_yanacensis
Synallaxis albescens,Synallaxis_albescens
Synallaxis albigularis,Synallaxis_albigularis
Synallaxis albilora,Synallaxis_albilora
Synallaxis azarae,Synallaxis_azarae
Synallaxis beverlyae,#N/A
Synallaxis brachyura,Synallaxis_brachyura
Synallaxis cabanisi,Synallaxis_cabanisi
Synallaxis candei,Synallaxis_candei
Synallaxis castanea,Synallaxis_castanea
Synallaxis cherriei,Synallaxis_cherriei
Synallaxis chinchipensis,Synallaxis_stictothorax
