scientificName,Birdtree_tiplabel
Grallaria guatimalensis,Grallaria_guatimalensis
Grallaria haplonota,Grallaria_haplonota
Grallaria hypoleuca,Grallaria_hypoleuca
Grallaria kaestneri,Grallaria_kaestneri
Grallaria milleri,Grallaria_milleri
Grallaria nuchalis,Grallaria_nuchalis
Grallaria obscura,Grallaria_rufula
Grallaria oneilli,Grallaria_rufula
Grallaria przewalskii,Grallaria_przewalskii
Grallaria quitensis,Grallaria_quitensis
Grallaria ridgelyi,Grallaria_ridgelyi
Grallaria ruficapilla,Grallaria_ruficapilla
Grallaria rufocinerea,Grallaria_rufocinerea
Grallaria cajamarcae,Grallaria_rufula
Grallaria occabambae,Grallaria_rufula
Grallaria rufula,Grallaria_rufula
Grallaria saltuensis,Grallaria_rufula
Grallaria saturata,Grallaria_rufula
Grallaria sinaensis,Grallaria_rufula
Grallaria spatiator,Grallaria_rufula
Grallaria squamigera,Grallaria_squamigera
Grallaria varia,Grallaria_varia
Grallaria watkinsi,Grallaria_watkinsi
Grallaricula cucullata,Grallaricula_cucullata
Grallaricula cumanensis,Grallaricula_nana
Grallaricula ferrugineipectus,Grallaricula_ferrugineipectus
Grallaricula flavirostris,Grallaricula_flavirostris
Grallaricula leymebambae,Grallaricula_ferrugineipectus
Grallaricula lineifrons,Grallaricula_lineifrons
Grallaricula loricata,Grallaricula_loricata
Grallaricula nana,Grallaricula_nana
Grallaricula ochraceifrons,Grallaricula_ochraceifrons
Grallaricula peruviana,Grallaricula_peruviana
Granatellus pelzelni,Granatellus_pelzelni
Graydidascalus brachyurus,Graydidascalus_brachyurus
Guaruba guarouba,Guaruba_guarouba
Gubernatrix cristata,Gubernatrix_cristata
Gubernetes yetapa,Gubernetes_yetapa
Guira guira,Guira_guira
Guyramemua affine,Suiriri_islerorum
Synallaxis hellmayri,Gyalophylax_hellmayri
Gygis alba,Gygis_alba
Gymnocichla nudiceps,Gymnocichla_nudiceps
Gymnoderus foetidus,Gymnoderus_foetidus
Gymnomystax mexicanus,Gymnomystax_mexicanus
Gymnopithys bicolor,Gymnopithys_leucaspis
Gymnopithys leucaspis,Gymnopithys_leucaspis
Oneillornis lunulatus,Gymnopithys_lunulatus
Gymnopithys rufigula,Gymnopithys_rufigula
Oneillornis salvini,Gymnopithys_salvini
Habia cristata,Habia_cristata
Habia fuscicauda,Habia_fuscicauda
Habia gutturalis,Habia_gutturalis
Habia rubica,Habia_rubica
Haematoderus militaris,Haematoderus_militaris
Haematopus ater,Haematopus_ater
Haematopus leucopodus,Haematopus_leucopodus
Haematopus palliatus,Haematopus_palliatus
Halobaena caerulea,Halobaena_caerulea
Hapalopsittaca amazonina,Hapalopsittaca_amazonina
Hapalopsittaca fuertesi,Hapalopsittaca_fuertesi
Hapalopsittaca melanotis,Hapalopsittaca_melanotis
Hapalopsittaca pyrrhops,Hapalopsittaca_pyrrhops
Hapaloptila castanea,Hapaloptila_castanea
Orochelidon andecola,Haplochelidon_andecola
Haplophaedia assimilis,Haplophaedia_assimilis
Haplophaedia aureliae,Haplophaedia_aureliae
Haplophaedia lugens,Haplophaedia_lugens
Haplospiza rustica,Haplospiza_rustica
Haplospiza unicolor,Haplospiza_unicolor
Harpagus bidentatus,Harpagus_bidentatus
Harpagus diodon,Harpagus_diodon
Harpia harpyja,Harpia_harpyja
Buteogallus coronatus,Harpyhaliaetus_coronatus
Buteogallus solitarius,Harpyhaliaetus_solitarius
Heliactin bilophus,Heliactin_bilophus
Heliangelus amethysticollis,Heliangelus_amethysticollis
Heliangelus exortis,Heliangelus_exortis
Heliangelus mavors,Heliangelus_mavors
Heliangelus micraster,Heliangelus_micraster
Heliangelus regalis,Heliangelus_regalis
Heliangelus strophianus,Heliangelus_strophianus
Heliangelus viola,Heliangelus_viola
Helicolestes hamatus,Helicolestes_hamatus
Heliobletus contaminatus,Heliobletus_contaminatus
Heliodoxa aurescens,Heliodoxa_aurescens
Heliodoxa branickii,Heliodoxa_branickii
Heliodoxa gularis,Heliodoxa_gularis
Heliodoxa imperatrix,Heliodoxa_imperatrix
Heliodoxa jacula,Heliodoxa_jacula
Heliodoxa leadbeateri,Heliodoxa_leadbeateri
Heliodoxa rubinoides,Heliodoxa_rubinoides
Heliodoxa schreibersii,Heliodoxa_schreibersii
Heliodoxa xanthogonys,Heliodoxa_xanthogonys
Heliomaster furcifer,Heliomaster_furcifer
Heliomaster longirostris,Heliomaster_longirostris
Heliomaster squamosus,Heliomaster_squamosus
Heliornis fulica,Heliornis_fulica
Heliothraupis oneilli,#N/A
Heliothryx auritus,Heliothryx_auritus
Heliothryx barroti,Heliothryx_barroti
Hellmayrea gularis,Hellmayrea_gularis
Helmitheros vermivorum,Helmitheros_vermivorum
Kleinothraupis atropileus,Hemispingus_atropileus
Kleinothraupis calophrys,Hemispingus_calophrys
Sphenopsis frontalis,Hemispingus_frontalis
Poospiza goeringi,Hemispingus_goeringi
Sphenopsis melanotis,Hemispingus_melanotis
Kleinothraupis reyi,Hemispingus_reyi
Thlypopsis superciliaris,Hemispingus_superciliaris
Microspingus trifasciatus,Hemispingus_trifasciatus
Pseudospingus verticalis,Hemispingus_verticalis
Pseudospingus xanthophthalmus,Hemispingus_xanthophthalmus
Hemithraupis flavicollis,Hemithraupis_flavicollis
Hemithraupis guira,Hemithraupis_guira
Hemithraupis ruficapilla,Hemithraupis_ruficapilla
Hemitriccus cinnamomeipectus,Hemitriccus_cinnamomeipectus
Hemitriccus cohnhafti,#N/A
Hemitriccus diops,Hemitriccus_diops
Hemitriccus flammulatus,Hemitriccus_flammulatus
Hemitriccus furcatus,Hemitriccus_furcatus
Hemitriccus granadensis,Hemitriccus_granadensis
Hemitriccus griseipectus,Hemitriccus_griseipectus
Hemitriccus inornatus,Hemitriccus_inornatus
Hemitriccus iohannis,Hemitriccus_iohannis
Hemitriccus josephinae,Hemitriccus_josephinae
Hemitriccus kaempferi,Hemitriccus_kaempferi
Hemitriccus margaritaceiventer,Hemitriccus_margaritaceiventer
Hemitriccus minimus,Hemitriccus_minimus
Hemitriccus minor,Hemitriccus_minor
Hemitriccus mirandae,Hemitriccus_mirandae
Hemitriccus nidipendulus,Hemitriccus_nidipendulus
Hemitriccus obsoletus,Hemitriccus_obsoletus
Hemitriccus orbitatus,Hemitriccus_orbitatus
Hemitriccus rufigularis,Hemitriccus_rufigularis
Hemitriccus spodiops,Hemitriccus_spodiops
Hemitriccus striaticollis,Hemitriccus_striaticollis
Hemitriccus zosterops,Hemitriccus_zosterops
Henicorhina anachoreta,Henicorhina_leucophrys
Henicorhina leucophrys,Henicorhina_leucophrys
Henicorhina leucoptera,Henicorhina_leucoptera
Henicorhina leucosticta,Henicorhina_leucosticta
Henicorhina negreti,Henicorhina_negreti
Herpetotheres cachinnans,Herpetotheres_cachinnans
Herpsilochmus atricapillus,Herpsilochmus_atricapillus
Herpsilochmus axillaris,Herpsilochmus_axillaris
Herpsilochmus dorsimaculatus,Herpsilochmus_dorsimaculatus
Herpsilochmus dugandi,Herpsilochmus_dugandi
Herpsilochmus frater,Herpsilochmus_rufimarginatus
Herpsilochmus gentryi,Herpsilochmus_gentryi
Herpsilochmus longirostris,Herpsilochmus_longirostris
Herpsilochmus motacilloides,Herpsilochmus_motacilloides
Herpsilochmus parkeri,Herpsilochmus_parkeri
Herpsilochmus pectoralis,Herpsilochmus_pectoralis
Herpsilochmus pileatus,Herpsilochmus_pileatus
Herpsilochmus praedictus,#N/A
Herpsilochmus roraimae,Herpsilochmus_roraimae
Herpsilochmus rufimarginatus,Herpsilochmus_rufimarginatus
Radinopsyche sellowi,Herpsilochmus_sellowi
Herpsilochmus stictocephalus,Herpsilochmus_stictocephalus
Herpsilochmus sticturus,Herpsilochmus_sticturus
Herpsilochmus stotzi,#N/A
Heterocercus aurantiivertex,Heterocercus_aurantiivertex
Heterocercus flavivertex,Heterocercus_flavivertex
Heterocercus linteatus,Heterocercus_linteatus
Heteronetta atricapilla,Heteronetta_atricapilla
Heterospingus xanthopygius,Heterospingus_xanthopygius
Heteroxolmis dominicana,Xolmis_dominicanus
Himantopus mexicanus,Himantopus_mexicanus
Hirundinea ferruginea,Hirundinea_ferruginea
Hirundo rustica,Hirundo_rustica
Vanellus cayanus,Vanellus_cayanus
Hydrobates hornbyi,Oceanodroma_hornbyi
Hydrobates melania,Oceanodroma_melania
Hydrocoloeus minutus,Larus_minutus
Hydroprogne caspia,Sterna_caspia
Hydropsalis cayennensis,Caprimulgus_cayennensis
Hydropsalis climacocerca,Hydropsalis_climacocerca
Hydropsalis maculicaudus,Caprimulgus_maculicaudus
Hydropsalis torquata,Hydropsalis_torquata
Hylexetastes perrotii,Hylexetastes_perrotii
Hylexetastes uniformis,Hylexetastes_perrotii
Hylexetastes stresemanni,Hylexetastes_stresemanni
Hylocharis chrysura,Hylocharis_chrysura
Hylocharis sapphirina,Hylocharis_sapphirina
Hylocichla mustelina,Hylocichla_mustelina
Clibanornis erythrocephalus,Hylocryptus_erythrocephalus
Automolus subulatus,Hyloctistes_subulatus
Hylomanes momotula,Hylomanes_momotula
Hylonympha macrocerca,Hylonympha_macrocerca
Hylopezus auricularis,Hylopezus_auricularis
Myrmothera berlepschi,Hylopezus_berlepschi
Myrmothera dives,Hylopezus_dives
Myrmothera fulviventris,Hylopezus_fulviventris
Hylopezus macularius,Hylopezus_macularius
Hylopezus paraensis,Hylopezus_macularius
Cryptopezus nattereri,Hylopezus_nattereri
Hylopezus ochroleucus,Hylopezus_ochroleucus
Hylopezus perspicillatus,Hylopezus_perspicillatus
Hylopezus whittakeri,Hylopezus_macularius
Hylophilus amaurocephalus,Hylophilus_amaurocephalus
Pachysylvia aurantiifrons,Hylophilus_aurantiifrons
Hylophilus brunneiceps,Hylophilus_brunneiceps
Pachysylvia decurtata,Hylophilus_decurtatus
Hylophilus flavipes,Hylophilus_flavipes
Pachysylvia hypoxantha,Hylophilus_hypoxanthus
Pachysylvia muscicapina,Hylophilus_muscicapinus
Hylophilus olivaceus,Hylophilus_olivaceus
Hylophilus pectoralis,Hylophilus_pectoralis
Hylophilus poicilotis,Hylophilus_poicilotis
Vireo sclateri,Hylophilus_sclateri
Pachysylvia semibrunnea,Hylophilus_semibrunneus
Hylophilus semicinereus,Hylophilus_semicinereus
Hylophilus thoracicus,Hylophilus_thoracicus
Hylophylax naevioides,Hylophylax_naevioides
Hylophylax naevius,Hylophylax_naevius
Hylophylax punctulatus,Hylophylax_punctulatus
Hymenops perspicillatus,Hymenops_perspicillatus
Hypnelus ruficollis,Hypnelus_ruficollis
Hypocnemis cantator,Hypocnemis_cantator
Hypocnemis flavescens,Hypocnemis_flavescens
Hypocnemis hypoxantha,Hypocnemis_hypoxantha
Hypocnemis ochrogyna,Hypocnemis_ochrogyna
Hypocnemis peruviana,Hypocnemis_peruviana
Hypocnemis rondoni,Hypocnemis_ochrogyna
Hypocnemis striata,Hypocnemis_striata
Hypocnemis subflava,Hypocnemis_subflava
Hypocnemoides maculicauda,Hypocnemoides_maculicauda
Hypocnemoides melanopogon,Hypocnemoides_melanopogon
Hypoedaleus guttatus,Hypoedaleus_guttatus
Hypopyrrhus pyrohypogaster,Hypopyrrhus_pyrohypogaster
Ibycter americanus,Ibycter_americanus
Ichthyaetus audouinii,Larus_audouinii
Icterus auricapillus,Icterus_auricapillus
Icterus cayanensis,Icterus_cayanensis
Icterus pyrrhopterus,Icterus_cayanensis
Icterus chrysater,Icterus_chrysater
Icterus galbula,Icterus_galbula
Icterus graceannae,Icterus_graceannae
Icterus croconotus,Icterus_croconotus
Icterus icterus,Icterus_icterus
Icterus jamacaii,Icterus_jamacaii
Icterus mesomelas,Icterus_mesomelas
Icterus nigrogularis,Icterus_nigrogularis
Icterus spurius,Icterus_spurius
Ictinia mississippiensis,Ictinia_mississippiensis
Ictinia plumbea,Ictinia_plumbea
Idiopsar brachyurus,Idiopsar_brachyurus
Idiopsar dorsalis,Phrygilus_dorsalis
Idiopsar speculifer,Diuca_speculifera
Ilicura militaris,Ilicura_militaris
Incaspiza laeta,Incaspiza_laeta
Incaspiza ortizi,Incaspiza_ortizi
Incaspiza personata,Incaspiza_personata
Incaspiza pulchra,Incaspiza_pulchra
Incaspiza watkinsi,Incaspiza_watkinsi
Inezia caudata,Inezia_caudata
Inezia inornata,Inezia_inornata
Inezia subflava,Inezia_subflava
Inezia tenuirostris,Inezia_tenuirostris
Iodopleura fusca,Iodopleura_fusca
Iodopleura isabellae,Iodopleura_isabellae
Iodopleura pipra,Iodopleura_pipra
Iridophanes pulcherrimus,Iridophanes_pulcherrimus
Iridosornis analis,Iridosornis_analis
Iridosornis jelskii,Iridosornis_jelskii
Iridosornis porphyrocephalus,Iridosornis_porphyrocephalus
Iridosornis reinhardti,Iridosornis_reinhardti
Iridosornis rufivertex,Iridosornis_rufivertex
Isleria guttata,Myrmotherula_guttata
Isleria hauxwelli,Myrmotherula_hauxwelli
Ixobrychus exilis,Ixobrychus_exilis
Ixobrychus involucris,Ixobrychus_involucris
Jabiru mycteria,Jabiru_mycteria
Jacamaralcyon tridactyla,Jacamaralcyon_tridactyla
Jacamerops aureus,Jacamerops_aureus
Jacana jacana,Jacana_jacana
Klais guimeti,Klais_guimeti
Kleinothraupis parodii,Hemispingus_parodii
Knipolegus aterrimus,Knipolegus_aterrimus
Knipolegus cabanisi,Knipolegus_signatus
Knipolegus cyanirostris,Knipolegus_cyanirostris
Knipolegus franciscanus,Knipolegus_franciscanus
Knipolegus hudsoni,Knipolegus_hudsoni
Knipolegus lophotes,Knipolegus_lophotes
Knipolegus nigerrimus,Knipolegus_nigerrimus
Knipolegus orenocensis,Knipolegus_orenocensis
Knipolegus poecilocercus,Knipolegus_poecilocercus
Knipolegus poecilurus,Knipolegus_poecilurus
Knipolegus signatus,Knipolegus_signatus
Knipolegus striaticeps,Knipolegus_striaticeps
Lafresnaya lafresnayi,Lafresnaya_lafresnayi
Lampropsar tanagrinus,Lampropsar_tanagrinus
Lamprospiza melanoleuca,Lamprospiza_melanoleuca
Laniisoma elegans,Laniisoma_elegans
Lanio fulvus,Lanio_fulvus
Lanio versicolor,Lanio_versicolor
Laniocera hypopyrra,Laniocera_hypopyrra
Laniocera rufescens,Laniocera_rufescens
Larosterna inca,Larosterna_inca
Larus argentatus,Larus_argentatus
Larus atlanticus,Larus_atlanticus
Larus belcheri,Larus_belcheri
Larus californicus,Larus_californicus
Larus delawarensis,Larus_delawarensis
Larus dominicanus,Larus_dominicanus
Larus fuscus,Larus_fuscus
Larus marinus,Larus_marinus
Laterallus albigularis,Laterallus_albigularis
Laterallus exilis,Laterallus_exilis
Laterallus jamaicensis,Laterallus_jamaicensis
Laterallus leucopyrrhus,Laterallus_leucopyrrhus
Laterallus levraudi,Laterallus_levraudi
Laterallus melanophaius,Laterallus_melanophaius
Laterallus spilonota,Laterallus_spilonotus
Laterallus xenopterus,Laterallus_xenopterus
Lathrotriccus euleri,Lathrotriccus_euleri
Lathrotriccus griseipectus,Lathrotriccus_griseipectus
Legatus leucophaius,Legatus_leucophaius
Leiothlypis peregrina,Vermivora_peregrina
Lepidocolaptes albolineatus,Lepidocolaptes_albolineatus
Lepidocolaptes fuscicapillus,Lepidocolaptes_albolineatus
Lepidocolaptes angustirostris,Lepidocolaptes_angustirostris
Lepidocolaptes duidae,Lepidocolaptes_albolineatus
Lepidocolaptes falcinellus,Lepidocolaptes_falcinellus
Lepidocolaptes fatimalimae,Lepidocolaptes_albolineatus
Lepidocolaptes lacrymiger,Lepidocolaptes_lacrymiger
Lepidocolaptes souleyetii,Lepidocolaptes_souleyetii
Lepidocolaptes squamatus,Lepidocolaptes_squamatus
Lepidothrix coeruleocapilla,Lepidothrix_coeruleocapilla
Lepidothrix coronata,Lepidothrix_coronata
Lepidothrix iris,Lepidothrix_iris
Lepidothrix isidorei,Lepidothrix_isidorei
Lepidothrix nattereri,Lepidothrix_nattereri
Lepidothrix serena,Lepidothrix_serena
Lepidothrix suavissima,Lepidothrix_suavissima
Lepidothrix vilasboasi,Lepidothrix_vilasboasi
Leptasthenura aegithaloides,Leptasthenura_aegithaloides
Leptasthenura andicola,Leptasthenura_andicola
Leptasthenura fuliginiceps,Leptasthenura_fuliginiceps
Leptasthenura pileata,Leptasthenura_pileata
Leptasthenura platensis,Leptasthenura_platensis
Leptasthenura setaria,Leptasthenura_setaria
Leptasthenura striata,Leptasthenura_striata
Leptasthenura striolata,Leptasthenura_striolata
Leptasthenura xenothorax,Leptasthenura_xenothorax
Leptodon cayanensis,Leptodon_cayanensis
Leptodon forbesi,Leptodon_forbesi
Leptopogon amaurocephalus,Leptopogon_amaurocephalus
Leptopogon rufipectus,Leptopogon_rufipectus
Leptopogon superciliaris,Leptopogon_superciliaris
Leptopogon taczanowskii,Leptopogon_taczanowskii
Leptosittaca branickii,Leptosittaca_branickii
Leptotila cassinii,Leptotila_cassini
Leptotila conoveri,Leptotila_conoveri
Leptotila megalura,Leptotila_megalura
Leptotila ochraceiventris,Leptotila_ochraceiventris
Leptotila pallida,Leptotila_pallida
Leptotila plumbeiceps,Leptotila_plumbeiceps
Leptotila rufaxilla,Leptotila_rufaxilla
Leptotila verreauxi,Leptotila_verreauxi
Leptotrygon veraguensis,Geotrygon_veraguensis
Lesbia nuna,Lesbia_nuna
Lesbia victoriae,Lesbia_victoriae
Lessonia oreas,Lessonia_oreas
Lessonia rufa,Lessonia_rufa
Leucippus fallax,Leucippus_fallax
Phalacrocorax atriceps,Phalacrocorax_atriceps
Phalacrocorax bougainvillii,Phalacrocorax_bougainvillii
Leucochloris albicollis,Leucochloris_albicollis
Dryobates fumigatus,Picoides_fumigatus
Leucophaeus atricilla,Larus_atricilla
Leucophaeus fuliginosus,Larus_fuliginosus
Leucophaeus modestus,Larus_modestus
Leucophaeus pipixcan,Larus_pipixcan
Leucophaeus scoresbii,Leucophaeus_scoresbii
Pseudastur albicollis,Leucopternis_albicollis
Leucopternis kuhli,Leucopternis_kuhli
Buteogallus lacernulatus,Leucopternis_lacernulatus
Leucopternis melanops,Leucopternis_melanops
Pseudastur occidentalis,Leucopternis_occidentalis
Pseudastur polionotus,Leucopternis_polionotus
Morphnarchus princeps,Leucopternis_princeps
Buteogallus schistaceus,Leucopternis_schistaceus
Leucopternis semiplumbeus,Leucopternis_semiplumbeus
Limnoctites rectirostris,Limnoctites_rectirostris
Limnodromus griseus,Limnodromus_griseus
Limnodromus scolopaceus,Limnodromus_scolopaceus
Limnornis curvirostris,Limnornis_curvirostris
Limosa fedoa,Limosa_fedoa
Limosa haemastica,Limosa_haemastica
Limosa lapponica,Limosa_lapponica
Limosa limosa,Limosa_limosa
Liosceles thoracicus,Liosceles_thoracicus
Lipaugus ater,Tijuca_atra
Lipaugus fuscocinereus,Lipaugus_fuscocinereus
Lipaugus lanioides,Lipaugus_lanioides
Lipaugus streptophorus,Lipaugus_streptophorus
Lipaugus unirufus,Lipaugus_unirufus
Lipaugus uropygialis,Lipaugus_uropygialis
Lipaugus vociferans,Lipaugus_vociferans
Lipaugus weberi,Lipaugus_weberi
Lochmias nematura,Lochmias_nematura
Loddigesia mirabilis,Loddigesia_mirabilis
Lonchura malacca,Lonchura_malacca
Lonchura oryzivora,Padda_oryzivora
Lophonetta specularioides,Lophonetta_specularioides
Lophornis chalybeus,Lophornis_chalybeus
Lophornis delattrei,Lophornis_delattrei
Lophornis gouldii,Lophornis_gouldii
Lophornis magnificus,Lophornis_magnificus
Lophornis ornatus,Lophornis_ornatus
Lophornis pavoninus,Lophornis_pavoninus
Lophornis stictolophus,Lophornis_stictolophus
Lophornis verreauxii,Lophornis_chalybeus
Lophospingus griseocristatus,Lophospingus_griseocristatus
Lophospingus pusillus,Lophospingus_pusillus
Lophostrix cristata,Lophostrix_cristata
Lophotriccus eulophotes,Lophotriccus_eulophotes
Lophotriccus galeatus,Lophotriccus_galeatus
Lophotriccus pileatus,Lophotriccus_pileatus
Lophotriccus vitiosus,Lophotriccus_vitiosus
Lophura nycthemera,Lophura_nycthemera
Loriotus luctuosus,Tachyphonus_luctuosus
Lurocalis rufiventris,Lurocalis_rufiventris
Lurocalis semitorquatus,Lurocalis_semitorquatus
Machaeropterus deliciosus,Machaeropterus_deliciosus
Machaeropterus eckelberryi,Machaeropterus_regulus
Machaeropterus pyrocephalus,Machaeropterus_pyrocephalus
Machaeropterus regulus,Machaeropterus_regulus
Machaeropterus striolatus,Machaeropterus_regulus
Machetornis rixosa,Machetornis_rixosa
Mackenziaena leachii,Mackenziaena_leachii
Mackenziaena severa,Mackenziaena_severa
Macroagelaius imthurni,Macroagelaius_imthurni
Macroagelaius subalaris,Macroagelaius_subalaris
Macronectes giganteus,Macronectes_giganteus
Macronectes halli,Macronectes_halli
Macropsalis forcipata,Macropsalis_forcipata
Malacoptila fulvogularis,Malacoptila_fulvogularis
Malacoptila fusca,Malacoptila_fusca
Malacoptila mystacalis,Malacoptila_mystacalis
Malacoptila panamensis,Malacoptila_panamensis
Malacoptila rufa,Malacoptila_rufa
Malacoptila semicincta,Malacoptila_semicincta
Malacoptila striata,Malacoptila_striata
Manacus manacus,Manacus_manacus
Margarops fuscatus,Margarops_fuscatus
Margarornis squamiger,Margarornis_squamiger
Margarornis stellatus,Margarornis_stellatus
Masius chrysopterus,Masius_chrysopterus
Mazaria propinqua,Synallaxis_propinqua
Mecocerculus calopterus,Mecocerculus_calopterus
Mecocerculus hellmayri,Mecocerculus_hellmayri
Mecocerculus leucophrys,Mecocerculus_leucophrys
Mecocerculus minor,Mecocerculus_minor
Mecocerculus poecilocercus,Mecocerculus_poecilocercus
Mecocerculus stictopterus,Mecocerculus_stictopterus
Megaceryle alcyon,Megaceryle_alcyon
Megaceryle torquata,Megaceryle_torquata
Megarynchus pitangua,Megarynchus_pitangua
Megascops albogularis,Megascops_albogularis
Megascops atricapilla,Megascops_atricapilla
Megascops centralis,Megascops_guatemalae
Megascops choliba,Megascops_choliba
Megascops clarkii,Megascops_clarkii
Megascops gilesi,#N/A
Megascops hoyi,Megascops_hoyi
Megascops ingens,Megascops_ingens
Megascops koepckeae,Megascops_koepckeae
Megascops marshalli,Megascops_marshalli
Megascops petersoni,Megascops_petersoni
Megascops roboratus,Megascops_roboratus
Megascops roraimae,Megascops_guatemalae
Megascops sanctaecatarinae,Megascops_sanctaecatarinae
Megascops watsonii,Megascops_watsonii
Megastictus margaritatus,Megastictus_margaritatus
Megaxenops parnaguae,Megaxenops_parnaguae
Melanerpes cactorum,Melanerpes_cactorum
Melanerpes candidus,Melanerpes_candidus
Melanerpes cruentatus,Melanerpes_cruentatus
Melanerpes flavifrons,Melanerpes_flavifrons
Melanerpes formicivorus,Melanerpes_formicivorus
Melanerpes pucherani,Melanerpes_pucherani
Melanerpes pulcher,Melanerpes_pulcher
Melanerpes rubricapillus,Melanerpes_rubricapillus
Melanodera melanodera,Melanodera_melanodera
Melanodera xanthogramma,Melanodera_xanthogramma
Melanopareia elegans,Melanopareia_elegans
Melanopareia maranonica,Melanopareia_maranonica
Melanopareia maximiliani,Melanopareia_maximiliani
Melanopareia torquata,Melanopareia_torquata
Melospiza lincolnii,Melospiza_lincolnii
Merganetta armata,Merganetta_armata
Mergus octosetaceus,Mergus_octosetaceus
Merulaxis ater,Merulaxis_ater
Merulaxis stresemanni,Merulaxis_stresemanni
Mesembrinibis cayennensis,Mesembrinibis_cayennensis
Metallura aeneocauda,Metallura_aeneocauda
Metallura baroni,Metallura_baroni
Metallura eupogon,Metallura_eupogon
Metallura iracunda,Metallura_iracunda
Metallura odomae,Metallura_odomae
Metallura phoebe,Metallura_phoebe
Metallura theresiae,Metallura_theresiae
Metallura tyrianthina,Metallura_tyrianthina
Metallura williami,Metallura_williami
Metopothrix aurantiaca,Metopothrix_aurantiaca
Metriopelia aymara,Metriopelia_aymara
Metriopelia ceciliae,Metriopelia_ceciliae
Metriopelia melanoptera,Metriopelia_melanoptera
Metriopelia morenoi,Metriopelia_morenoi
Micrastur buckleyi,Micrastur_buckleyi
Micrastur gilvicollis,Micrastur_gilvicollis
Micrastur mintoni,Micrastur_mintoni
Micrastur mirandollei,Micrastur_mirandollei
Micrastur plumbeus,Micrastur_plumbeus
Micrastur ruficollis,Micrastur_ruficollis
Micrastur semitorquatus,Micrastur_semitorquatus
Microbates cinereiventris,Microbates_cinereiventris
Microbates collaris,Microbates_collaris
Microcerculus bambla,Microcerculus_bambla
Microcerculus marginatus,Microcerculus_marginatus
Microcerculus ustulatus,Microcerculus_ustulatus
Micromonacha lanceolata,Micromonacha_lanceolata
Micropygia schomburgkii,Micropygia_schomburgkii
Microrhopias quixensis,Microrhopias_quixensis
Microspingus cabanisi,Poospiza_cabanisi
Microstilbon burmeisteri,Microstilbon_burmeisteri
Milvago chimachima,Milvago_chimachima
Milvago chimango,Milvago_chimango
Milvus migrans,Milvus_migrans
Mimus dorsalis,Mimus_dorsalis
Mimus gilvus,Mimus_gilvus
Mimus longicaudatus,Mimus_longicaudatus
Mimus macdonaldi,Mimus_macdonaldi
Mimus melanotis,Mimus_melanotis
Mimus parvulus,Mimus_parvulus
Mimus patagonicus,Mimus_patagonicus
Mimus saturninus,Mimus_saturninus
Mimus thenca,Mimus_thenca
Mimus trifasciatus,Mimus_trifasciatus
Mimus triurus,Mimus_triurus
Mionectes macconnelli,Mionectes_macconnelli
Mionectes roraimae,Mionectes_macconnelli
Mionectes oleagineus,Mionectes_oleagineus
Mionectes olivaceus,Mionectes_olivaceus
Mionectes rufiventris,Mionectes_rufiventris
Mionectes striaticollis,Mionectes_striaticollis
Mitrephanes olivaceus,Mitrephanes_olivaceus
Mitrephanes phaeocercus,Mitrephanes_phaeocercus
Mitrospingus cassinii,Mitrospingus_cassinii
Mitrospingus oleagineus,Mitrospingus_oleagineus
Mitu mitu,Mitu_mitu
Mitu salvini,Mitu_salvini
Mitu tomentosum,Mitu_tomentosum
Mitu tuberosum,Mitu_tuberosum
Mniotilta varia,Mniotilta_varia
Molothrus aeneus,Molothrus_aeneus
Molothrus bonariensis,Molothrus_bonariensis
Molothrus oryzivorus,Molothrus_oryzivorus
Molothrus rufoaxillaris,Molothrus_rufoaxillaris
Momotus aequatorialis,Momotus_aequatorialis
Momotus bahamensis,Momotus_momota
Momotus momota,Momotus_momota
Momotus subrufescens,Momotus_momota
Monasa atra,Monasa_atra
Monasa flavirostris,Monasa_flavirostris
Monasa morphoeus,Monasa_morphoeus
Monasa nigrifrons,Monasa_nigrifrons
Morphnus guianensis,Morphnus_guianensis
Morus capensis,Morus_capensis
Morus serrator,Morus_serrator
Motacilla alba,Motacilla_alba
Muscigralla brevicauda,Muscigralla_brevicauda
Muscipipra vetula,Muscipipra_vetula
Muscisaxicola albifrons,Muscisaxicola_albifrons
Muscisaxicola albilora,Muscisaxicola_albilora
Muscisaxicola alpinus,Muscisaxicola_alpinus
Muscisaxicola capistratus,Muscisaxicola_capistratus
Muscisaxicola cinereus,Muscisaxicola_cinereus
Muscisaxicola flavinucha,Muscisaxicola_flavinucha
Syrtidicola fluviatilis,Muscisaxicola_fluviatilis
Muscisaxicola frontalis,Muscisaxicola_frontalis
Muscisaxicola griseus,Muscisaxicola_griseus
Muscisaxicola juninensis,Muscisaxicola_juninensis
Muscisaxicola maclovianus,Muscisaxicola_maclovianus
Muscisaxicola maculirostris,Muscisaxicola_maculirostris
Muscisaxicola rufivertex,Muscisaxicola_rufivertex
Mustelirallus colombianus,Neocrex_colombiana
Myadestes coloratus,Myadestes_coloratus
Myadestes ralloides,Myadestes_ralloides
Mycteria americana,Mycteria_americana
Myiarchus apicalis,Myiarchus_apicalis
Myiarchus cephalotes,Myiarchus_cephalotes
Myiarchus crinitus,Myiarchus_crinitus
Myiarchus ferox,Myiarchus_ferox
Myiarchus magnirostris,Myiarchus_magnirostris
